Orthogroup	fast	lk	lp	slow
OG0006326	TRINITY_GG_18580_c0_g2_i1.p1	TRINITY_GG_31954_c0_g1_i2.p1	TRINITY_GG_33225_c3_g1_i2.p1	TRINITY_GG_13416_c0_g1_i4.p1
OG0006327	TRINITY_GG_18590_c0_g1_i4.p1	TRINITY_GG_31961_c1_g1_i11.p1	TRINITY_GG_33229_c2_g1_i1.p1	TRINITY_GG_13427_c0_g1_i8.p1
OG0006328	TRINITY_GG_18590_c12_g1_i1.p1	TRINITY_GG_31955_c0_g2_i1.p1	TRINITY_GG_33216_c0_g1_i1.p1	TRINITY_GG_13424_c0_g1_i1.p1
OG0006329	TRINITY_GG_18590_c6_g1_i1.p1	TRINITY_GG_31958_c0_g1_i1.p1	TRINITY_GG_33222_c0_g1_i2.p1	TRINITY_GG_13425_c1_g2_i1.p1
OG0006330	TRINITY_GG_18591_c1_g1_i3.p1	TRINITY_GG_31957_c0_g1_i4.p1	TRINITY_GG_33215_c0_g1_i1.p1	TRINITY_GG_13423_c0_g1_i1.p1
OG0006331	TRINITY_GG_18591_c2_g1_i12.p1	TRINITY_GG_31957_c2_g1_i1.p1	TRINITY_GG_33215_c2_g1_i1.p1	TRINITY_GG_13423_c1_g1_i12.p1
OG0006332	TRINITY_GG_18593_c0_g1_i14.p1	TRINITY_GG_9765_c0_g1_i2.p1	TRINITY_GG_13104_c0_g1_i15.p1	TRINITY_GG_10155_c0_g1_i7.p1
OG0006334	TRINITY_GG_18600_c1_g1_i5.p1	TRINITY_GG_6307_c0_g1_i1.p1	TRINITY_GG_17589_c3_g1_i6.p1	TRINITY_GG_23419_c1_g1_i8.p1
OG0006335	TRINITY_GG_18602_c0_g1_i4.p1	TRINITY_GG_6313_c2_g1_i2.p1	TRINITY_GG_17590_c5_g1_i3.p1	TRINITY_GG_23415_c0_g1_i3.p1
OG0006336	TRINITY_GG_18603_c0_g1_i1.p1	TRINITY_GG_6313_c1_g1_i3.p1	TRINITY_GG_17588_c0_g1_i7.p1	TRINITY_GG_23419_c0_g2_i19.p1
OG0006337	TRINITY_GG_18605_c0_g1_i2.p1	TRINITY_GG_6313_c0_g1_i1.p1	TRINITY_GG_17590_c0_g1_i2.p1	TRINITY_GG_23416_c0_g1_i3.p1
OG0006338	TRINITY_GG_18609_c1_g1_i3.p1	TRINITY_GG_28242_c3_g1_i1.p2	TRINITY_GG_16813_c1_g1_i1.p1	TRINITY_GG_12395_c0_g4_i1.p1
OG0006339	TRINITY_GG_18613_c0_g1_i22.p1	TRINITY_GG_28239_c0_g1_i21.p1	TRINITY_GG_16810_c0_g1_i43.p1	TRINITY_GG_12390_c0_g1_i32.p1
OG0006340	TRINITY_GG_18613_c1_g1_i2.p1	TRINITY_GG_28240_c0_g1_i1.p1	TRINITY_GG_16815_c0_g1_i3.p1	TRINITY_GG_12394_c0_g1_i3.p1
OG0006341	TRINITY_GG_18613_c2_g1_i3.p1	TRINITY_GG_28239_c1_g1_i4.p1	TRINITY_GG_16810_c1_g2_i1.p1	TRINITY_GG_12390_c3_g1_i2.p1
OG0006342	TRINITY_GG_18613_c5_g2_i1.p1	TRINITY_GG_28240_c1_g1_i1.p1	TRINITY_GG_16811_c0_g1_i2.p1	TRINITY_GG_12389_c0_g1_i1.p1
OG0006343	TRINITY_GG_18613_c6_g1_i6.p1	TRINITY_GG_28239_c2_g1_i9.p1	TRINITY_GG_16810_c0_g1_i43.p2	TRINITY_GG_12390_c1_g1_i3.p1
OG0006344	TRINITY_GG_18613_c7_g1_i1.p1	TRINITY_GG_28239_c4_g1_i1.p1	TRINITY_GG_16810_c4_g1_i3.p1	TRINITY_GG_12390_c18_g1_i2.p1
OG0006345	TRINITY_GG_18624_c0_g2_i18.p1	TRINITY_GG_25367_c0_g1_i13.p1	TRINITY_GG_5257_c0_g1_i8.p1	TRINITY_GG_17485_c0_g1_i2.p1
OG0006346	TRINITY_GG_18632_c0_g1_i2.p2	TRINITY_GG_28595_c1_g1_i2.p1	TRINITY_GG_16517_c2_g1_i5.p1	TRINITY_GG_10365_c0_g1_i7.p1
OG0006347	TRINITY_GG_18633_c2_g2_i1.p1	TRINITY_GG_28595_c0_g1_i5.p1	TRINITY_GG_16517_c0_g1_i9.p2	TRINITY_GG_10366_c0_g1_i2.p2
OG0006348	TRINITY_GG_1863_c0_g1_i4.p1	TRINITY_GG_20534_c0_g1_i8.p1	TRINITY_GG_588_c0_g1_i13.p1	TRINITY_GG_193_c0_g1_i5.p1
OG0006349	TRINITY_GG_1863_c1_g1_i1.p2	TRINITY_GG_20534_c1_g1_i1.p2	TRINITY_GG_588_c2_g1_i1.p2	TRINITY_GG_193_c1_g1_i1.p2
OG0006350	TRINITY_GG_18645_c0_g1_i1.p1	TRINITY_GG_5220_c3_g1_i1.p1	TRINITY_GG_22489_c1_g1_i2.p1	TRINITY_GG_33984_c0_g2_i1.p1
OG0006351	TRINITY_GG_18646_c0_g1_i3.p1	TRINITY_GG_5220_c2_g1_i3.p1	TRINITY_GG_22498_c0_g1_i2.p1	TRINITY_GG_33987_c0_g1_i2.p1
OG0006353	TRINITY_GG_18655_c0_g1_i22.p3	TRINITY_GG_5210_c0_g1_i60.p3	TRINITY_GG_22489_c0_g1_i118.p4	TRINITY_GG_33990_c0_g1_i128.p4
OG0006354	TRINITY_GG_18655_c0_g1_i22.p2	TRINITY_GG_5210_c0_g1_i60.p1	TRINITY_GG_22489_c0_g1_i118.p2	TRINITY_GG_33990_c0_g1_i128.p2
OG0006355	TRINITY_GG_18655_c0_g1_i22.p1	TRINITY_GG_5210_c1_g1_i8.p1	TRINITY_GG_22489_c0_g1_i118.p1	TRINITY_GG_33990_c0_g1_i128.p1
OG0006356	TRINITY_GG_18655_c1_g1_i30.p1	TRINITY_GG_5220_c0_g1_i1.p1	TRINITY_GG_22489_c2_g1_i13.p1	TRINITY_GG_33977_c0_g1_i1.p1
OG0006357	TRINITY_GG_18671_c0_g1_i5.p1	TRINITY_GG_26248_c0_g1_i3.p1	TRINITY_GG_26185_c0_g1_i2.p1	TRINITY_GG_34329_c0_g1_i2.p1
OG0006358	TRINITY_GG_18676_c0_g1_i18.p1	TRINITY_GG_19455_c10_g1_i13.p1	TRINITY_GG_7508_c0_g1_i22.p1	TRINITY_GG_12248_c0_g1_i29.p1
OG0006361	TRINITY_GG_1875_c0_g1_i15.p1	TRINITY_GG_8302_c1_g1_i2.p1	TRINITY_GG_4377_c1_g1_i2.p1	TRINITY_GG_29158_c0_g1_i12.p1
OG0006362	TRINITY_GG_1875_c1_g1_i29.p1	TRINITY_GG_8302_c4_g1_i13.p1	TRINITY_GG_4377_c4_g2_i21.p1	TRINITY_GG_29158_c3_g1_i9.p1
OG0006363	TRINITY_GG_1875_c2_g1_i3.p2	TRINITY_GG_8302_c0_g1_i17.p1	TRINITY_GG_4377_c0_g1_i22.p2	TRINITY_GG_29158_c5_g1_i5.p1
OG0006364	TRINITY_GG_1875_c3_g1_i9.p1	TRINITY_GG_8302_c5_g1_i9.p1	TRINITY_GG_4379_c0_g1_i3.p1	TRINITY_GG_29161_c0_g3_i3.p1
OG0006365	TRINITY_GG_1875_c4_g1_i7.p1	TRINITY_GG_8302_c3_g2_i8.p2	TRINITY_GG_4377_c2_g1_i15.p2	TRINITY_GG_29158_c1_g2_i8.p1
OG0006366	TRINITY_GG_1875_c5_g1_i1.p1	TRINITY_GG_8302_c2_g1_i2.p1	TRINITY_GG_4379_c0_g2_i1.p1	TRINITY_GG_29158_c2_g1_i6.p1
OG0006370	TRINITY_GG_18765_c3_g1_i1.p2	TRINITY_GG_5912_c0_g2_i1.p1	TRINITY_GG_2817_c3_g1_i1.p2	TRINITY_GG_23690_c5_g1_i2.p2
OG0006371	TRINITY_GG_18765_c7_g1_i1.p1	TRINITY_GG_5912_c2_g1_i1.p1	TRINITY_GG_2817_c1_g1_i1.p1	TRINITY_GG_23690_c14_g1_i1.p1
OG0006372	TRINITY_GG_18768_c0_g1_i2.p1	TRINITY_GG_5913_c0_g2_i6.p1	TRINITY_GG_2817_c17_g1_i4.p1	TRINITY_GG_23690_c0_g1_i2.p1
OG0006373	TRINITY_GG_18769_c0_g1_i1.p1	TRINITY_GG_33432_c0_g1_i1.p1	TRINITY_GG_8737_c0_g1_i1.p1	TRINITY_GG_28828_c0_g1_i1.p1
OG0006374	TRINITY_GG_18770_c0_g1_i1.p1	TRINITY_GG_7199_c0_g1_i2.p1	TRINITY_GG_19040_c0_g1_i1.p1	TRINITY_GG_31795_c0_g1_i1.p1
OG0006375	TRINITY_GG_18771_c1_g1_i7.p1	TRINITY_GG_20749_c0_g1_i3.p1	TRINITY_GG_11753_c0_g1_i6.p1	TRINITY_GG_26552_c0_g1_i3.p1
OG0006377	TRINITY_GG_18779_c0_g2_i6.p1	TRINITY_GG_20814_c4_g1_i76.p1	TRINITY_GG_17861_c3_g1_i7.p1	TRINITY_GG_23276_c1_g1_i22.p1
OG0006378	TRINITY_GG_18779_c1_g1_i10.p1	TRINITY_GG_20814_c3_g2_i24.p1	TRINITY_GG_17861_c2_g1_i20.p1	TRINITY_GG_23272_c0_g1_i4.p1
OG0006379	TRINITY_GG_18779_c7_g1_i1.p1	TRINITY_GG_20814_c40_g1_i1.p1	TRINITY_GG_17861_c6_g1_i1.p1	TRINITY_GG_23276_c6_g1_i1.p1
OG0006380	TRINITY_GG_18779_c8_g1_i3.p1	TRINITY_GG_20813_c0_g1_i1.p1	TRINITY_GG_17860_c1_g1_i1.p1	TRINITY_GG_23276_c8_g2_i1.p1
OG0006381	TRINITY_GG_18779_c9_g1_i6.p1	TRINITY_GG_20812_c0_g1_i3.p1	TRINITY_GG_17860_c0_g1_i1.p1	TRINITY_GG_23276_c7_g1_i4.p1
OG0006382	TRINITY_GG_18783_c1_g1_i2.p1	TRINITY_GG_12041_c1_g1_i3.p1	TRINITY_GG_7873_c1_g1_i2.p1	TRINITY_GG_24981_c0_g1_i1.p1
OG0006383	TRINITY_GG_18789_c0_g1_i10.p1	TRINITY_GG_20074_c1_g1_i10.p1	TRINITY_GG_98_c0_g1_i2.p1	TRINITY_GG_19477_c1_g1_i10.p1
OG0006384	TRINITY_GG_18789_c1_g1_i5.p1	TRINITY_GG_20074_c2_g1_i1.p1	TRINITY_GG_101_c1_g1_i27.p1	TRINITY_GG_19477_c0_g1_i2.p1
OG0006385	TRINITY_GG_18789_c2_g1_i47.p1	TRINITY_GG_20068_c0_g1_i11.p1	TRINITY_GG_101_c0_g1_i19.p1	TRINITY_GG_19477_c2_g1_i31.p1
OG0006386	TRINITY_GG_18789_c3_g1_i34.p1	TRINITY_GG_20074_c0_g1_i10.p1	TRINITY_GG_101_c2_g1_i8.p1	TRINITY_GG_19477_c3_g1_i2.p1
OG0006387	TRINITY_GG_18789_c5_g1_i3.p1	TRINITY_GG_20074_c1_g1_i10.p2	TRINITY_GG_98_c0_g2_i2.p1	TRINITY_GG_19477_c5_g1_i1.p1
OG0006388	TRINITY_GG_18789_c5_g2_i5.p2	TRINITY_GG_20074_c1_g1_i10.p7	TRINITY_GG_98_c0_g2_i2.p4	TRINITY_GG_19477_c5_g1_i1.p4
OG0006389	TRINITY_GG_18789_c5_g2_i5.p1	TRINITY_GG_20074_c1_g1_i10.p4	TRINITY_GG_98_c0_g2_i2.p3	TRINITY_GG_19477_c5_g1_i1.p3
OG0006390	TRINITY_GG_18789_c5_g2_i5.p3	TRINITY_GG_20074_c1_g1_i10.p8	TRINITY_GG_98_c0_g2_i2.p5	TRINITY_GG_19477_c5_g1_i1.p5
OG0006391	TRINITY_GG_18789_c5_g3_i1.p1	TRINITY_GG_20074_c1_g1_i10.p3	TRINITY_GG_98_c0_g2_i2.p2	TRINITY_GG_19477_c5_g1_i1.p2
OG0006392	TRINITY_GG_18790_c2_g1_i5.p1	TRINITY_GG_28161_c2_g1_i1.p1	TRINITY_GG_33348_c1_g1_i4.p1	TRINITY_GG_7324_c2_g1_i2.p1
OG0006393	TRINITY_GG_18790_c4_g1_i4.p1	TRINITY_GG_28161_c18_g2_i1.p1	TRINITY_GG_33348_c2_g2_i4.p1	TRINITY_GG_7324_c3_g1_i4.p1
OG0006395	TRINITY_GG_18793_c1_g1_i3.p1	TRINITY_GG_35745_c7_g1_i30.p1	TRINITY_GG_1387_c2_g1_i19.p1	TRINITY_GG_27301_c2_g1_i25.p1
OG0006396	TRINITY_GG_18793_c1_g1_i3.p2	TRINITY_GG_35745_c7_g1_i30.p2	TRINITY_GG_1387_c2_g1_i19.p2	TRINITY_GG_27301_c2_g1_i25.p2
OG0006397	TRINITY_GG_18793_c2_g1_i9.p1	TRINITY_GG_35745_c3_g1_i35.p2	TRINITY_GG_1387_c4_g1_i14.p2	TRINITY_GG_27301_c3_g1_i3.p2
OG0006398	TRINITY_GG_18793_c2_g1_i9.p2	TRINITY_GG_35745_c3_g1_i35.p3	TRINITY_GG_1387_c4_g1_i14.p3	TRINITY_GG_27301_c3_g1_i3.p3
OG0006399	TRINITY_GG_18793_c2_g2_i2.p1	TRINITY_GG_35745_c3_g1_i35.p1	TRINITY_GG_1387_c4_g1_i14.p1	TRINITY_GG_27301_c3_g1_i3.p1
OG0006400	TRINITY_GG_18797_c0_g1_i2.p1	TRINITY_GG_1409_c0_g1_i51.p1	TRINITY_GG_32394_c2_g1_i2.p1	TRINITY_GG_8390_c0_g1_i60.p1
OG0006401	TRINITY_GG_18797_c1_g1_i2.p2	TRINITY_GG_1409_c30_g1_i1.p2	TRINITY_GG_32393_c1_g1_i11.p2	TRINITY_GG_8390_c2_g1_i2.p2
OG0006402	TRINITY_GG_18797_c1_g1_i2.p1	TRINITY_GG_1409_c30_g1_i1.p1	TRINITY_GG_32393_c1_g1_i11.p1	TRINITY_GG_8390_c2_g1_i2.p1
OG0006403	TRINITY_GG_18797_c1_g1_i2.p3	TRINITY_GG_1409_c5_g1_i1.p1	TRINITY_GG_32393_c1_g1_i11.p3	TRINITY_GG_8390_c2_g1_i2.p3
OG0006404	TRINITY_GG_18797_c20_g1_i10.p1	TRINITY_GG_1409_c2_g1_i25.p1	TRINITY_GG_32393_c2_g1_i11.p1	TRINITY_GG_8390_c14_g1_i20.p1
OG0006405	TRINITY_GG_18797_c2_g1_i15.p1	TRINITY_GG_1409_c3_g1_i3.p1	TRINITY_GG_32394_c1_g1_i20.p1	TRINITY_GG_8390_c0_g1_i60.p2
OG0006406	TRINITY_GG_18797_c2_g1_i15.p2	TRINITY_GG_1409_c3_g1_i3.p2	TRINITY_GG_32394_c1_g1_i20.p2	TRINITY_GG_8390_c0_g1_i60.p3
OG0006407	TRINITY_GG_18797_c2_g1_i15.p3	TRINITY_GG_1409_c3_g1_i3.p3	TRINITY_GG_32394_c1_g1_i20.p3	TRINITY_GG_8390_c0_g1_i60.p5
OG0006408	TRINITY_GG_18797_c3_g1_i1.p1	TRINITY_GG_1409_c2_g1_i25.p2	TRINITY_GG_32393_c2_g1_i11.p2	TRINITY_GG_8390_c14_g1_i20.p2
OG0006409	TRINITY_GG_18797_c4_g1_i2.p1	TRINITY_GG_1409_c1_g1_i3.p1	TRINITY_GG_32393_c0_g1_i6.p1	TRINITY_GG_8390_c4_g1_i3.p1
OG0006410	TRINITY_GG_18797_c5_g1_i2.p1	TRINITY_GG_1409_c0_g1_i51.p2	TRINITY_GG_32394_c2_g1_i2.p2	TRINITY_GG_8390_c20_g3_i1.p1
OG0006411	TRINITY_GG_18797_c6_g1_i2.p1	TRINITY_GG_1409_c4_g1_i21.p1	TRINITY_GG_32394_c0_g1_i3.p1	TRINITY_GG_8390_c1_g1_i19.p1
OG0006412	TRINITY_GG_18806_c0_g1_i2.p1	TRINITY_GG_24077_c2_g1_i7.p1	TRINITY_GG_13236_c0_g1_i10.p1	TRINITY_GG_20207_c0_g1_i2.p1
OG0006413	TRINITY_GG_18808_c0_g1_i12.p1	TRINITY_GG_24077_c0_g1_i10.p1	TRINITY_GG_13238_c0_g1_i13.p1	TRINITY_GG_20203_c0_g1_i3.p1
OG0006414	TRINITY_GG_18808_c1_g2_i5.p1	TRINITY_GG_24077_c1_g1_i16.p1	TRINITY_GG_13238_c1_g1_i16.p1	TRINITY_GG_20203_c1_g1_i1.p1
OG0006415	TRINITY_GG_18817_c1_g1_i2.p1	TRINITY_GG_26526_c1_g2_i1.p1	TRINITY_GG_9049_c2_g1_i3.p1	TRINITY_GG_30966_c1_g2_i2.p1
OG0006416	TRINITY_GG_18846_c1_g1_i21.p1	TRINITY_GG_1853_c1_g1_i18.p1	TRINITY_GG_5968_c1_g1_i85.p1	TRINITY_GG_21161_c1_g1_i20.p2
OG0006417	TRINITY_GG_18865_c0_g1_i7.p1	TRINITY_GG_400_c5_g1_i6.p1	TRINITY_GG_19978_c0_g1_i4.p1	TRINITY_GG_28524_c1_g1_i11.p1
OG0006418	TRINITY_GG_18867_c0_g1_i3.p1	TRINITY_GG_404_c0_g1_i1.p1	TRINITY_GG_19990_c0_g1_i1.p1	TRINITY_GG_28515_c0_g1_i4.p1
OG0006419	TRINITY_GG_18875_c0_g1_i11.p1	TRINITY_GG_401_c1_g1_i18.p1	TRINITY_GG_19984_c0_g1_i4.p1	TRINITY_GG_28529_c0_g1_i13.p2
OG0006420	TRINITY_GG_18875_c0_g1_i11.p2	TRINITY_GG_401_c1_g1_i18.p2	TRINITY_GG_19984_c0_g1_i4.p2	TRINITY_GG_28529_c0_g1_i13.p1
OG0006421	TRINITY_GG_18875_c1_g1_i7.p1	TRINITY_GG_401_c0_g1_i40.p1	TRINITY_GG_19984_c1_g1_i2.p1	TRINITY_GG_28529_c1_g1_i5.p1
OG0006422	TRINITY_GG_18875_c1_g1_i7.p2	TRINITY_GG_401_c0_g1_i40.p2	TRINITY_GG_19984_c1_g1_i2.p2	TRINITY_GG_28529_c1_g1_i5.p2
OG0006423	TRINITY_GG_18875_c2_g1_i65.p1	TRINITY_GG_401_c2_g1_i9.p1	TRINITY_GG_19984_c2_g1_i6.p1	TRINITY_GG_28529_c2_g1_i17.p1
OG0006424	TRINITY_GG_18875_c2_g1_i65.p2	TRINITY_GG_401_c2_g1_i9.p2	TRINITY_GG_19984_c2_g1_i6.p2	TRINITY_GG_28529_c2_g1_i17.p2
OG0006425	TRINITY_GG_18882_c0_g2_i28.p1	TRINITY_GG_402_c2_g1_i8.p1	TRINITY_GG_19985_c1_g1_i18.p1	TRINITY_GG_28520_c1_g1_i14.p1
OG0006426	TRINITY_GG_18883_c2_g1_i1.p1	TRINITY_GG_390_c2_g1_i2.p1	TRINITY_GG_19988_c0_g1_i4.p1	TRINITY_GG_28529_c3_g2_i1.p1
OG0006427	TRINITY_GG_18885_c0_g1_i5.p1	TRINITY_GG_400_c1_g1_i13.p1	TRINITY_GG_19989_c0_g1_i55.p1	TRINITY_GG_28514_c0_g1_i1.p1
OG0006428	TRINITY_GG_18885_c1_g1_i2.p1	TRINITY_GG_400_c1_g1_i13.p2	TRINITY_GG_19989_c0_g1_i55.p2	TRINITY_GG_28514_c1_g1_i7.p1
OG0006429	TRINITY_GG_18889_c0_g1_i7.p1	TRINITY_GG_400_c0_g2_i15.p1	TRINITY_GG_19973_c0_g2_i65.p1	TRINITY_GG_28532_c0_g1_i8.p1
OG0006430	TRINITY_GG_18889_c1_g1_i6.p1	TRINITY_GG_400_c3_g4_i7.p1	TRINITY_GG_19973_c1_g1_i8.p1	TRINITY_GG_28532_c1_g1_i8.p1
OG0006431	TRINITY_GG_18889_c2_g1_i20.p1	TRINITY_GG_400_c6_g1_i26.p1	TRINITY_GG_19973_c3_g1_i40.p1	TRINITY_GG_28524_c0_g1_i31.p1
OG0006432	TRINITY_GG_18889_c3_g1_i12.p1	TRINITY_GG_400_c3_g1_i9.p1	TRINITY_GG_19973_c8_g1_i5.p1	TRINITY_GG_28532_c2_g1_i10.p1
OG0006433	TRINITY_GG_18889_c6_g1_i3.p1	TRINITY_GG_400_c3_g3_i3.p1	TRINITY_GG_19973_c5_g2_i7.p1	TRINITY_GG_28532_c3_g1_i3.p1
OG0006434	TRINITY_GG_1888_c0_g1_i13.p2	TRINITY_GG_7782_c0_g1_i6.p2	TRINITY_GG_18282_c4_g1_i2.p2	TRINITY_GG_16916_c0_g1_i3.p2
OG0006435	TRINITY_GG_1888_c0_g1_i13.p1	TRINITY_GG_7782_c0_g1_i6.p1	TRINITY_GG_18282_c4_g1_i2.p1	TRINITY_GG_16916_c0_g1_i3.p1
OG0006436	TRINITY_GG_1888_c1_g1_i37.p1	TRINITY_GG_7784_c0_g1_i9.p1	TRINITY_GG_18282_c1_g1_i57.p1	TRINITY_GG_16923_c0_g1_i45.p1
OG0006437	TRINITY_GG_1888_c2_g1_i3.p1	TRINITY_GG_7782_c1_g1_i12.p1	TRINITY_GG_18282_c5_g1_i5.p1	TRINITY_GG_16916_c2_g1_i7.p1
OG0006438	TRINITY_GG_1888_c4_g1_i1.p1	TRINITY_GG_7782_c3_g1_i1.p1	TRINITY_GG_18282_c8_g1_i1.p1	TRINITY_GG_16916_c3_g1_i1.p1
OG0006439	TRINITY_GG_1888_c7_g1_i15.p2	TRINITY_GG_7779_c1_g1_i1.p2	TRINITY_GG_18282_c6_g2_i6.p2	TRINITY_GG_16916_c5_g1_i18.p2
OG0006440	TRINITY_GG_1888_c7_g1_i15.p1	TRINITY_GG_7779_c1_g1_i1.p1	TRINITY_GG_18282_c6_g2_i6.p1	TRINITY_GG_16916_c5_g1_i18.p1
OG0006441	TRINITY_GG_18910_c0_g2_i5.p1	TRINITY_GG_2024_c0_g1_i4.p1	TRINITY_GG_21554_c0_g1_i3.p1	TRINITY_GG_16146_c0_g1_i1.p1
OG0006442	TRINITY_GG_18921_c0_g1_i2.p2	TRINITY_GG_5617_c3_g1_i1.p1	TRINITY_GG_13115_c0_g1_i26.p1	TRINITY_GG_3891_c0_g1_i3.p2
OG0006443	TRINITY_GG_18921_c2_g1_i3.p1	TRINITY_GG_5617_c0_g1_i4.p2	TRINITY_GG_13115_c1_g1_i7.p2	TRINITY_GG_3891_c2_g4_i4.p1
OG0006444	TRINITY_GG_18931_c0_g1_i1.p1	TRINITY_GG_21637_c0_g1_i1.p1	TRINITY_GG_28065_c0_g1_i2.p1	TRINITY_GG_15488_c0_g1_i1.p1
OG0006445	TRINITY_GG_18937_c0_g1_i3.p1	TRINITY_GG_30216_c1_g1_i6.p2	TRINITY_GG_21680_c1_g1_i15.p2	TRINITY_GG_14057_c0_g1_i4.p1
OG0006446	TRINITY_GG_18937_c0_g1_i3.p2	TRINITY_GG_30216_c1_g1_i6.p5	TRINITY_GG_21680_c1_g1_i15.p5	TRINITY_GG_14057_c0_g1_i4.p3
OG0006447	TRINITY_GG_18937_c1_g1_i8.p1	TRINITY_GG_30216_c0_g1_i4.p2	TRINITY_GG_21680_c0_g1_i2.p2	TRINITY_GG_14057_c2_g1_i6.p1
OG0006448	TRINITY_GG_18937_c2_g1_i41.p2	TRINITY_GG_30216_c1_g1_i6.p3	TRINITY_GG_21680_c1_g1_i15.p3	TRINITY_GG_14057_c9_g1_i27.p1
OG0006449	TRINITY_GG_18937_c2_g1_i41.p1	TRINITY_GG_30216_c1_g1_i6.p1	TRINITY_GG_21680_c1_g1_i15.p1	TRINITY_GG_14057_c9_g1_i27.p2
OG0006450	TRINITY_GG_18937_c3_g1_i2.p1	TRINITY_GG_30216_c0_g1_i4.p1	TRINITY_GG_21680_c0_g1_i2.p1	TRINITY_GG_14057_c1_g1_i3.p1
OG0006451	TRINITY_GG_18937_c4_g1_i2.p3	TRINITY_GG_30216_c3_g1_i2.p1	TRINITY_GG_21680_c3_g1_i6.p1	TRINITY_GG_14057_c3_g1_i10.p3
OG0006452	TRINITY_GG_1894_c0_g1_i43.p1	TRINITY_GG_7786_c2_g1_i54.p1	TRINITY_GG_18282_c2_g1_i49.p1	TRINITY_GG_16915_c0_g1_i19.p1
OG0006456	TRINITY_GG_18985_c0_g1_i19.p2	TRINITY_GG_13526_c0_g1_i3.p2	TRINITY_GG_11834_c0_g1_i13.p2	TRINITY_GG_14086_c0_g1_i4.p3
OG0006457	TRINITY_GG_18985_c0_g1_i19.p1	TRINITY_GG_13526_c0_g1_i3.p1	TRINITY_GG_11834_c0_g1_i13.p1	TRINITY_GG_14086_c0_g1_i4.p1
OG0006458	TRINITY_GG_18988_c0_g1_i31.p2	TRINITY_GG_29509_c0_g1_i8.p2	TRINITY_GG_12824_c0_g1_i57.p2	TRINITY_GG_28996_c0_g1_i10.p2
OG0006459	TRINITY_GG_18988_c1_g1_i2.p6	TRINITY_GG_29509_c3_g1_i4.p6	TRINITY_GG_12824_c1_g1_i9.p6	TRINITY_GG_28996_c1_g1_i7.p5
OG0006460	TRINITY_GG_18988_c1_g1_i2.p1	TRINITY_GG_29509_c3_g1_i4.p1	TRINITY_GG_12824_c1_g1_i9.p1	TRINITY_GG_28996_c1_g1_i7.p1
OG0006461	TRINITY_GG_18988_c2_g1_i1.p1	TRINITY_GG_29509_c4_g1_i4.p1	TRINITY_GG_12824_c2_g1_i2.p1	TRINITY_GG_28996_c2_g1_i2.p1
OG0006462	TRINITY_GG_18988_c3_g1_i1.p1	TRINITY_GG_29509_c5_g1_i1.p1	TRINITY_GG_12824_c4_g1_i1.p1	TRINITY_GG_28996_c5_g1_i1.p1
OG0006463	TRINITY_GG_18988_c8_g2_i4.p1	TRINITY_GG_29509_c1_g1_i9.p1	TRINITY_GG_12824_c8_g1_i23.p1	TRINITY_GG_28996_c3_g1_i3.p1
OG0006464	TRINITY_GG_18991_c0_g1_i4.p1	TRINITY_GG_29509_c2_g1_i27.p3	TRINITY_GG_12824_c3_g1_i5.p3	TRINITY_GG_28996_c4_g1_i6.p2
OG0006465	TRINITY_GG_19003_c0_g1_i1.p1	TRINITY_GG_31685_c0_g1_i12.p1	TRINITY_GG_2616_c0_g1_i1.p1	TRINITY_GG_33023_c0_g1_i2.p1
OG0006466	TRINITY_GG_19003_c1_g1_i1.p3	TRINITY_GG_31685_c12_g1_i1.p4	TRINITY_GG_2616_c2_g1_i2.p3	TRINITY_GG_33032_c0_g1_i1.p3
OG0006467	TRINITY_GG_19017_c0_g1_i7.p1	TRINITY_GG_29320_c0_g1_i8.p1	TRINITY_GG_35711_c0_g1_i5.p1	TRINITY_GG_29048_c0_g1_i10.p1
OG0006468	TRINITY_GG_19023_c0_g1_i3.p1	TRINITY_GG_27451_c0_g1_i5.p1	TRINITY_GG_32179_c0_g1_i1.p1	TRINITY_GG_29680_c0_g1_i1.p1
OG0006469	TRINITY_GG_19031_c1_g1_i5.p1	TRINITY_GG_33830_c0_g1_i3.p1	TRINITY_GG_25486_c4_g1_i2.p1	TRINITY_GG_25363_c2_g1_i7.p1
OG0006470	TRINITY_GG_19031_c3_g1_i1.p1	TRINITY_GG_33830_c43_g3_i1.p1	TRINITY_GG_25486_c0_g3_i2.p1	TRINITY_GG_25363_c0_g1_i1.p1
OG0006471	TRINITY_GG_19034_c0_g1_i17.p2	TRINITY_GG_21640_c0_g1_i64.p2	TRINITY_GG_5490_c0_g2_i15.p1	TRINITY_GG_23452_c0_g1_i30.p1
OG0006472	TRINITY_GG_19034_c0_g1_i17.p1	TRINITY_GG_21640_c0_g1_i64.p3	TRINITY_GG_5490_c0_g2_i15.p2	TRINITY_GG_23452_c0_g1_i30.p2
OG0006473	TRINITY_GG_19048_c0_g2_i2.p1	TRINITY_GG_20660_c0_g1_i2.p1	TRINITY_GG_20024_c0_g1_i2.p1	TRINITY_GG_29259_c0_g1_i1.p1
OG0006474	TRINITY_GG_19057_c0_g1_i1.p1	TRINITY_GG_24139_c0_g1_i1.p1	TRINITY_GG_32085_c1_g1_i13.p1	TRINITY_GG_9883_c0_g1_i5.p1
